ucla_scale,text_lone,loneliness,la,sr,sb,others,score_lone,text_la,score_la,text_sr,score_sr,text_sb,score_sb
79.0,誰も私と話が通じないと感じる,True,,,True,,4.0,両親から無視をされることがある,1.0,SNSでフォローしてくれる人がいない,1.0,あいまいな返事をされることが多い,1.0
42.0,仲の良い友達が少なからずいる,False,,,,,2.0,仕事から帰るとねぎらってくれる,3.0,営業の顧客先で感謝された,3.0,職場でなじんでいると感じる,3.0
44.0,ほんとうに親しい人がほとんどいない,True,True,,,,3.0,家族とときどき接する機会があったとき,3.0,勤め先では常に必要とされているので,3.0,必要とされている勤め先にいるので,4.0
45.0,可愛い子どもがいるので孤独ではないです。毎日とっても楽しいです。,False,,,,,2.0,子どもが可愛くて毎日遊んだり話したりするのが楽しいので。,3.0,一応会社員をして給料をもらっているので。,3.0,会社で一応評価してもらえているみたいなので。,3.0
46.0,仲のいい友達がいて色々と相談できるから,False,,,,,2.0,寒くなると風邪をひかないでねとメールをくれるから,3.0,仕事をしていて上司にほめられたから,3.0,仕事をしていて満足しているから,3.0
45.0,人付き合いの範囲が狭いとは思うが、趣味を含めて興味があることが多いので孤独感は無い。,False,,,,,2.0,実家や祖母が近くに住んでいるので交流が多いから。,3.0,グループLINEで友人の結婚祝いをどうするかの話し合いをしたところ自分の案が採用された。,3.0,長期間同じ地域で暮らしていて顔見知りが多いから。,3.0
72.0,休日に気軽に遊ぶような友人がいない,True,True,,,,3.0,常に1人だと感じるから,1.0,甥と遊ぶと喜んでもらえた,3.0,家族から頼られている気がする,3.0
54.0,1人でいても平気なタイプだから,False,,,,,2.0,緊張状態が続いており癒されないから,2.0,相手の気持ちを汲み取って動くとだいたい自分の思った通りの状況になる,3.0,1人が気楽だからと思うままに過ごしていると、すぐ話題に乗り遅れている,2.0
54.0,普通にコミュニケーションはとれてもプライベートで付き合いのある人がほぼいない,True,True,,,,3.0,他人との挨拶、仕事以外での付き合いがない,2.0,仕事上問題なくコミュニケーションがとれているから,3.0,ビジネスライクの関係でしかない気がする,2.0
72.0,あまり色々考えてないので,False,,,,,2.0,あまり人と関わらないので,2.0,毎日色々と働いているので,3.0,家では落ちついていられるので,3.0
75.0,会社の人間は付き合いが薄い方が楽なのでそれはそれでいい,False,,,,,4.0,一人暮らしなので特にない,1.0,いつもべったりしていないと敵と見なす人が急に冷たくなった,1.0,馴染めまないようにしたら無駄な飲み会に参加しなくて良くなって楽になった,1.0
54.0,旅行に行きたいなと思っても気軽に誘う友達がいない時,True,True,,,,3.0,友人と久々に会ってたくさん話したとき、帰り道に気が軽くなったなと感じた時,3.0,両親に手作りのお菓子を作ったら喜んでもらえた,3.0,職場ではみんなに優しくしてもらえているので,3.0
64.0,転職したてで、あんまり話せる人が周りにいないから。,True,,,True,,3.0,ペットが亡くなり悲しいのと、今いるペットもあんまり愛情を向けてくれないから。,2.0,会食会に誘われて、都合が悪いと断ったら、以降はあまり誘われなくなった。,2.0,周りに馴染めず、浮いている状態だと感じる。,2.0
29.0,今は育休中で社会から離されてるなと感じる時がある,True,,,True,,2.0,子どもたちが常にいる,4.0,昔からの友達とも連絡を取り合っている,4.0,職場で馴染めていてどの部署に行っても受け入れてもらえる,4.0
51.0,趣味などに没頭してると、さほど孤独を感じない。,False,,,,,2.0,比較的コンスタントに人と会うので。,3.0,人の役に立てて、お礼を言われた。,3.0,職場に馴染めていると感じる,3.0
58.0,あまり感じないようにしている,False,,,,,2.0,家族から、愛情を受けている,3.0,チームで仕事をしている,3.0,チームで働いているので,3.0
52.0,長時間スマホを放置しててその後見た時に、スマホの通知が少ないと孤独感を感じます。,True,,,True,,3.0,体調が悪いときに大丈夫？など声をかけて貰った時に感じます。,3.0,仕事をしているので名指しで仕事を任された時は一員だと感じます。,3.0,職場で名指しで私宛ての電話がかかってきた時に属していると感じます。,3.0
30.0,家屋が身近にいて寂しいことがないから,False,,,,,2.0,家族・恋人・友人がいるから,4.0,仕事でしっかり評価を受けているから,4.0,仕事でしっかり評価さえているから,4.0
80.0,私は学生時代から常にボッチで便所飯という言葉が世に出る前からそのような行動をしていたが他社とは関わりたくないと思って一人で行動していたのでその観点からは別に孤独感というものは感じたことはない。自分にとって当たり前のことだったので。,False,,,,,1.0,私は他者に期待もしないし愛情など別にそんなものはないと思っている。だから満ちるとか以前の状態であると思っている,1.0,別にルーティーンで与えられていることをこなすだけで過ごしているので特にかかわりを意識することもない,1.0,私は別に受け入れられなくてもいいと思っているのでそのようになっていると思う,1.0
61.0,肉親が少なく、親友と呼べる人もいない。,True,True,,,,4.0,ペットの世話だけはしなくてはと義務感と責任感がある,3.0,働いていて特に能力を褒められたり、昇給の見込みがない,2.0,今の職場で表面上の会話はできるが、短時間のパートタイムでもあり、深い人間関係にはならない,3.0
66.0,仲の良い友人が一人もいない,True,True,,,,3.0,連絡を取り合う友人がいない,1.0,仕事に欠員が出て休日返上で働いた結果、上司から感謝された,3.0,職場に馴染めず透明人間になったように感じる,2.0
50.0,１人の時間が好きなので、孤独感はほとんどない,False,,,,,2.0,配偶者が言葉で伝えてくれる,4.0,職場の方に仕事の内容以外で分からない事を教えられた時,3.0,働きに出ているので、そう感じる,4.0
57.0,職場で話せる人がいなくて気になる。,True,True,,,,3.0,親と喧嘩して悲しくなるときがある。,2.0,仕事を真面目に頑張っていると他の人にいっていた人がいる。,3.0,まわりに馴染めない感覚が常にある。,2.0
62.0,家族以外との関わりがほとんど無い。,True,,True,,,3.0,家族がだめな自分のことを支えてくれている。,3.0,日々の食事をおいしいといってもらえる。,3.0,仕事をしていないので社会の一員であるという感覚が無い。,2.0
54.0,日中、赤ちゃんと2人きりで話す相手がいなくて寂しい。社会から切り離された感じがして辛い時がある。,True,,,True,,3.0,赤ちゃんや子供達がいるので、可愛いと思う。,3.0,知人と会う予定をしていたが、当日連絡が取れずに予定を反故にされた。,3.0,家事に育児に忙しく、家族の中心にいると思う。,3.0
55.0,人生常々悲しくて虚しい。,False,,,,,3.0,人生常々悲しくて虚しい。,2.0,頑張っているね、と実母親から最近に伝え言って貰えた。,3.0,実際、実母親に最近では頑張っているね、と言って伝えて貰えた。,3.0
47.0,10年ぶりにパートを始めたので、新たな人間関係を築くことができたから。,False,,,,,2.0,夫や子どもが近くにいて、常に感じることができるから。,3.0,パートで欠員対応をした時に、皆から感謝されたから。,3.0,今の職場に馴染めており、信頼されていると感じるから。,3.0
49.0,ペットの犬が亡くなって数年経つが、頻繫に思い出すことがあり寂しい,True,True,,,,3.0,会う日は少ないが、毎日連絡を取り合う恋人がいる,3.0,単発のアルバイトの急なヘルプを引き受けたところ、以降もお誘い頂いている。,3.0,個々に自由なスタイルで動くことが多く、集団の一員であるという自覚が薄い,2.0
44.0,身の回りの家族がいるため,False,,,,,2.0,身の回りの家族がいるため,4.0,家族の誕生日にサプライズしたら喜んでもらえた,3.0,身の回りの家族関係は良いが、働きには出ていないため社会との繋がりが薄く感じる,3.0
53.0,たまに自分には味方がいないのではないかという感覚になる,True,,,True,,3.0,恋人に会える時間や日数が限られている,3.0,やりたいと言ったことを受け入れてくれる人がいる,3.0,上司が人を選ぶタイプなので、自分は嫌われていると感じる態度を取られる,3.0
44.0,夫と意見が合わなくて冷戦になった時,True,True,,,,3.0,子どもたちがとても優しい,4.0,職場でも学校PTAでも励ましてもらえる,4.0,職場や学校PTAや習い事で支え合っている,4.0
53.0,職場で他の人同士で親しくしているのに自分だけは話に入っていけないことがある。,True,,,True,,3.0,仕事で忙しくて恋人と一緒にいられる時間が少ない。,2.0,仕事で忙しくて友人との誘いを断ったら、あまり仲良くしてくれなくなった。,2.0,職場であまりなじめず、自分だけ浮いていると思うことがある。,2.0
56.0,専業主婦なので友達と約束して外で会う日がなければ一日中子供としか話さない日もあるから。1人で行動することが多いから。,True,True,,,,3.0,犬を飼っているが、常に寄り添ってくれて人間以上の温もりがあるから。,4.0,今は旦那の扶養で税金を払ってなくて経済的には社会に貢献できてはいないと思うから。,2.0,友達がいるから。友達と外出会って話す時に1人ではないと感じるから。,3.0
29.0,主人の転勤で知り合いのいない土地に来たため、子供関連で挨拶する人はいるが一緒にお茶したりご飯を食べに行ったりするような友人がまだできていない。,True,True,,,,3.0,主人と子供達と健康に過ごせている。休みの日は家族で出かけたり、みんなでゲームをしたりして楽しく過ごせている。,4.0,新しい土地に引っ越してきたため、まだ周りの環境に馴染めていない。,2.0,子供の幼稚園や小学校でリーダーのママから情報をもらえたり、教えて御もらえたりするので受け入れてもらえているとは感じる。,3.0
56.0,友達との付き合いは少ないが親との関係が良いので、特に孤独感は感じない,False,,,,,2.0,家族とほとんど一緒に過ごしているし、よく懐いているペットもいる,4.0,美味しいご飯を作ったら喜んで全て食べてくれた,4.0,家族とほとんど一緒に行動している,4.0
56.0,何処に属していても取り残された様な感じがある。,True,,,True,,3.0,周りに知り合いもいないため、取り残された感じがある,3.0,友人に誕生日プレゼントを送ったら喜んでもらえた,3.0,周囲の環境に馴染めず、集団の一員であるという自覚が薄い,2.0
43.0,毎日楽しく過ごせる家族がいるから,False,,,,,1.0,家族と笑って過ごしているから,4.0,子どもたちと一緒にゲームしたりテレビを見ていると満たされていると感じているから,3.0,自治会の掃除やPTAの会合などできちんと挨拶したり笑って話せる人たちといるとやりがいがある,4.0
49.0,親友がいないし何故かさみしい,True,True,,,True,3.0,満たしてくれる人がいない,3.0,社会から孤立している気,2.0,なんとなく避けられている気がする,3.0
47.0,友達はいるがお互い家庭があり、なかなか会うことが出来ないので寂しい,True,True,,,,3.0,ペットに常に愛情をもらっています,4.0,仕事を頑張った結果、昇進できた,3.0,職場に馴染めていると思う,3.0
62.0,専業主婦で旦那としか接しないので、社会から取り残されたまに孤独になる,True,,,True,,3.0,旦那と常に一緒にいるので愛情を感じる,3.0,専業主婦なので社会に受け入れられる感じはない,2.0,専業主婦なので、家では楽だが、外に出ると疎外感,2.0
71.0,両親はいるが高齢であり、友人とも会いたくないからです。,True,True,,,,3.0,両親が独身でいることを受け入れてくれている。,3.0,一緒に仕事するのを拒否されている。,3.0,友達を作る気になれないからです。,2.0
54.0,息子の友達のお母さんたちとは関わりがあるけれど、自分の友達と呼べる人は近くにいないので。,True,True,,,,3.0,子どもたちが居て、大好きと言ってくれるから。,4.0,町内会で掃除などしているとご近所さんから感謝された,3.0,家族で仲良くお出かけしたりしているから,3.0
61.0,相手に関しての話題には積極的に返すことができるが、自分に関することに触れられるとどうにも憂鬱になってしまう。現在将来や仕事、お金など不安なことが山積みで、自分のことを聞かないで欲しいと思ってしまう。そのため、自分からわざと離れるように孤独になったり、自分から遊びに誘わないでいて疎遠になったりして結果的に寂しくなってしまう。,True,,,True,,4.0,あまり普段から連絡を取り合うような友達が歳をとるつれ、どんどんいなくなってしまい寂しい。,2.0,遊びを用事があったため断ったら、次回からは自分抜きで集まっているのを知ったとき。,3.0,職場で特に仲の良い人はいないので、仕事が済んだらすぐ帰る。,2.0
64.0,友人はいるが、趣味や好みに違いがあるので自分の話に共感してもらえないことがあり、好きなことを気軽に話せない寂しさがある,True,True,True,,,4.0,恋人がいたこともなく、友人との付き合いも薄くなった,1.0,美味しい料理を作ると両親に喜ばれる。,3.0,家にいることが一番安心できるので、家族からは最低限受け入れられているとは思う。しかし長い間無職なので世間からは認められていないと感じている。,2.0
48.0,考え方が他人と合わない時ある,True,,,,True,3.0,友達とお茶や夕食に行ける,3.0,繁忙期で案件わ全部一任された,3.0,仕事はあるがときどき、会社で訳もなく孤独感を感じる,3.0
54.0,自由に好きな事をやっているので充実している,False,,,,,2.0,おかえり、ただいまを言える相手がいる,3.0,食べたいご飯を作ってくれる,4.0,休んだりすると気にかけてくれる,3.0
52.0,家庭内の事情で職場を変えなくてはならなかった事が多かったので職場を通しての人間関係葉学生の頃よりは希薄だなと感じます。少ない友人も遠くに行ったりそれぞれのコミュニティがあるのでむかしほど濃い関係性ではないなと感じます。,True,True,,True,,3.0,友人はすくなくなりましたが、地元に戻ってきて近所の人や家族関係はより密になったかなと思います。,3.0,近所をごみ捨てついでにごみ拾いしただけなのにそれ以降よく声をかけられる事が多くななりました。,3.0,自分より年上の先輩が多い職場で、経験が浅くても仕事をまわしてもらえるようになった点は少しは信頼されてるのかなと思います。,3.0
48.0,友人はいるが、結婚・出産をしてなかなか連絡が取れていない＋会っても子供などの話題についていけないと孤独を感じる。,True,,,True,,3.0,実家暮らしなので、家に帰ると両親がいるため。,3.0,遊びに誘ったら予定を合わせてくれるから。,3.0,友人と継続的に連絡、食事できているから,3.0
34.0,家族や友人も大切だけど１人の時間も大切にしたいので、１人だから孤独と感じることはない。,False,,,,,1.0,家では家族がいるし、友人も自分を理解している人ばかりなので満たされていると感じる,4.0,同じ趣味をもつ友人を誘うと一緒に来て楽しんでくれる,4.0,職場の人と特別仲良くはしていないが、無視されたり避けられたりということはないから。,3.0
51.0,引っ越し、退職し人との関わりが減ったので1人の時間が増えたので,True,,True,,,3.0,家族と過ごす時間が充実してるので,3.0,友人や家族と過ごした後は次回の予定を立てるのでまた会う約束をするので,3.0,仕事面では今働いていないのでどこにも属せていないような気持ちになります,3.0
38.0,「1人でいる事＝孤独感」だと感じていない。本当に社会から取り残され、外に出て知らない人から目も向けられず生きていく事が孤独だと思っている。また、家にはペットがおり気が向けば触れ合う事が出来るし、常に1人行動ではあるが動画サイトを見たりｘを閲覧したりなど特に時間を持て余しているわけではないので寂しくはない。,False,,,,,1.0,夫がいる。猫が家に2匹おり、常に私を愛してくれていると思う。,4.0,深い人間との関わりが業務しかないが、業務を行う際も頼ってもらえたり数少ない出社時にはいろんな人が話しかけてくれたりなどして自己の必要性を感じる。,4.0,職場での必要性を感じる。,4.0
59.0,友人がおらず、いつも1人だから。,True,True,,,,3.0,ちゃんと話せる恋人がいるから。,3.0,仕事で失敗しても責められない。,3.0,仕事で失敗しても責められない。,3.0
49.0,体を壊して、仕事をやめ、専業主婦をしているので、1人の時間が多く、外で働いていない自分は何なんだろうと、孤独感を感じることがある。病気治療への焦りが拍車をかけている。,True,,,True,,3.0,子どもが2人いるので、まだ小さくて、「ママ」と自分を頼って来てくれることや、体を心配してくれる姿に愛を感じている。,3.0,ママ友に子どもの相談をしているときに「分かるよ」と声をかけてもらうと、同じ悩みを持っているんだなと思い、共感し合うことで、お互いに受け入れられているなと、安心する。,3.0,比較的お金に余裕がありそうな人たちが住んでいる地域だが、そこまで我が家と格差があるほどのお金持ちの人たちではないので、なんとか地域社会に受け入れられていると感じている。,3.0
51.0,ライフステージの違いで関係性が変わった方がおり少し寂しさを感じる,True,True,,,,3.0,家族や友人と他愛もない話ができる,3.0,突然の残業に対応し感謝された,3.0,専業主婦の為あまり他人との関わりが無く、社会に属しているという感覚が薄い,2.0
53.0,育児で家庭以外の人とほとんど関わりがないため。,True,,,True,,3.0,0歳の子供が常に近くに居てくれる,4.0,子供のお世話をすると笑顔になってくれる,3.0,育児休暇中だが職場の人からたまに連絡をもらえる,3.0
36.0,子育てで育休中ですが、常に両親や姉や友人と連絡を取っているから。,False,,,,,2.0,子供が8ヶ月で、常に甘えてきてくれる。,4.0,家族にがんばってるね、いつもありがとう等声をかけてもらえる。,3.0,育休中ですが、早く戻ってきてほしいと職場から言われている。,3.0
48.0,仕事が忙しいが楽しく、孤独感を感じる余裕がない,False,,,,,2.0,子供の笑顔に癒されている,4.0,なかなか時間が取れず何度かお断りしているが、それでもいつも遊びに誘ってくれる友人がいる,3.0,職場では後輩にも先輩にも慕われ、にやりがいを感じているので、忙しくても苦ではない,3.0
44.0,しゃべれる仲間、気が合う友人がいる,False,,,,,2.0,家族や友人からから関心を持ってくれる,3.0,仕事の事績達成が目立つ、友人などからの誘いも結構ある、家族の愛も感じる,4.0,職場、プライベートは割と充実してる,4.0
33.0,夫と子供、自分の親等周りに話す人がたくさんいるので孤独感はない。,False,,,,,2.0,夫と子供がいるだけでとても幸せである。,4.0,友達の家に訪問したらとても喜んでもらえた。,3.0,職場になじめていると感じている。,3.0
55.0,休日予定がなく一人で過ごすことが増えたが、周りの友達は家庭がありよけいな孤独を感じるので会いたくない。,True,True,,,,4.0,彼と不仲で一緒にいたくなくなった,1.0,いつも練習を頑張っていたから試合でたくさん起用してもらえた,3.0,職場も趣味の場も馴染めていると感じる,3.0
42.0,職場での会話や、自宅に帰れば両親との会話があり、週末は友人と出かけたり、趣味に没頭して時間があっという間に過ぎるので孤独感はない。,False,,,,,2.0,愛情に飢えていると感じることがないので満たされていると思った。,3.0,仕事で業務の改善を提案し、採用された結果、上司や同僚に褒めてもらえた。,3.0,職場や家庭で孤立していると感じたことはなく、会話するのが楽しいと感じる。自分の行動で自分が属しているコミュニティの評価を下げてはいけないと常々思っている。,4.0
45.0,子育てで忙しくて誰とも話せていなかったり辛い気持ちをわかってもらう人が周りにいないと感じることが時々あるため。,True,True,,,,3.0,夫が帰宅して私を労ってくれたとき。,3.0,勇気を出して、友達に会いたいことを伝えたら、皆喜んで私も会いたいと返してくれて、複数の友達と会えることになった。,3.0,会社から度々便りや連絡がくるため。,3.0
43.0,1人でいてもあまり孤独感を味わうことがないくらいに生活が充実している,False,,,,,1.0,連絡を取りたいと思った際に、すぐに返事がくる,4.0,日々頑張っていることを認められている,4.0,所属している部署の雰囲気がいいため属していると感じる,4.0
74.0,職場も少人数で人との関わりがほとんどない,True,True,,,,4.0,家に帰ればペットがいるので嬉しい,3.0,誰からも食事に誘われることもない,1.0,職場で仕事をするしななく属しているという感じがしない,2.0
31.0,出産したばかりで家族以外の人とあまり会う機会がなくなったので、孤独を感じることがある。,True,,,True,,2.0,主人がいつも気にかけてくれるので満たされている。,4.0,小学校で読み聞かせボランティアをやっており、読み聞かせをすることで先生やこどもたちから喜んでもらえた。,3.0,出産のための入院中で、こどもたちから早くママに会いたいと言われていたので受け入れられていると感じる。,3.0
62.0,引っ越してきて友達と呼べる人がいない,True,True,,,,3.0,いつ電話しても出てくれる,3.0,オンラインで公開したものが評価された,3.0,避けられている気はしない,3.0
30.0,好きなことをしているのであまり感じない。,False,,,,,2.0,家族、友人、彼氏と良い関係を築けているから。,4.0,怒られるときもあるが、常に期待していると言われるから。,3.0,仕事で頼られていると感じることがあるから。,3.0
46.0,根底にある考えを吐露できる相手がいない,True,True,,,,3.0,子どもが愛に溢れているため,4.0,仕事での達成感を得られている,3.0,仕事で信頼を得ているから,3.0
72.0,病気で働けない。友達とも会っていない。,True,True,,,,3.0,人間関係はないが、ペットの犬に癒されているから。,3.0,病気の為働けず、調子が悪かったりお金もないので、家族仲が悪い。ずっと避難される。,2.0,病気を家族に受け入れてもらえない。,1.0
57.0,家族以外と出掛けることがあまり無い,True,True,,,,3.0,猫が甘えてきてくれる,4.0,友達にサプライズをして喜んでもらえた,3.0,職場で馴染めているとかんじる,3.0
36.0,家族や友人、仕事仲間と関わっているので孤独感は無い,False,,,,,2.0,家族や友人、仕事仲間と関わっているので満たされている。,4.0,今、病気のために仕事を休んでいるが、仕事仲間達が私が戻って来れるようにシフトを調整して頑張ってくれている。,4.0,今、病気のために仕事を休業しているが、仕事仲間が待ってくれているし、自分もみんなに会いたいから早く復帰したい。,4.0
56.0,友達がいなくても全く困っていないし寂しさを感じないから。趣味が充実しているから。家族の仲は良いから。,False,,,,,1.0,家族のなかは良いから。,3.0,特に受け入れられていないと感じていないから。,3.0,家族には受け入れられていると思うから。,3.0
48.0,人と関わることがストレスに感じるので、他人との関わりが薄くても孤独感を感じにくい。信頼している家族がいるから。,False,,,,,2.0,家族と楽しく暮らしているから。,3.0,訳あって専業主婦をしているが、働いていないことでパワーバランスが崩れている,2.0,面白い会話ができないので周りと馴染みにくく、いてもいなくてもいい存在になっている,2.0
53.0,自分の事をすべてさらけ出して話せる相手は誰一人としていない,True,True,,,,4.0,家に帰れば家族がいる,3.0,仕事では自分が行ったことによって他人が幸せになっていく,3.0,職場のみんなが頑張りを認めてくれ、言葉をかけてくれるから,3.0
52.0,友達となかなか予定が合わない,True,True,,,,3.0,家族との会話が常にある,3.0,仕事を頑張り周りに認められる,3.0,友人からの誘いがある,3.0
52.0,一人暮らしで友人もおらず、考え方が古く共感を得られないことが多いため,True,True,,,,3.0,ペットからは愛されているが、仕事で一緒にいられる時間が少ないため,3.0,後輩や部下からは慕われているが、上司が他のスタッフには新築祝いや結婚祝いを10万ほど渡しているのに私には1円もなく、誕生日プレゼントを渡しても他の人にはお返しがあるのに私には毎回無いため,3.0,シフトを入れる優先順位が私からだが、私が入れたところに皆入りたがる,4.0
59.0,産休育休中に家で一人（または赤ちゃんと二人）で過ごすのは話し相手がおらず孤独,True,True,,True,,3.0,子供が話せないなりにもこちらの会話に反応してくれる,3.0,育児に疲れて夫に愚痴を言ったら、ため息をつかれた,2.0,家族や子供と仲睦まじく暮らしたいと感じる,4.0
47.0,一人で活動することが好きなので、人といないことで淋しくなったりしないため,False,,,,,2.0,今は一人暮らしだが、帰れる実家があるから,2.0,仕事のフィードバッグをもらえる機会がある趣味の活動を評価してもらえる友達と集まって遊べる,3.0,職場はいやすい雰囲気がある,3.0
75.0,世間というか社会に馴染めずにいて自分には存在価値が無いように感じる。,True,,,True,,4.0,以前は何人か友人がいたが、今ではすっかり疎遠になって連絡を全く取っていない。,1.0,飲み会の幹事を気軽に引き受けてしまったら、その後何度も押し付けられるようになってしまった。,1.0,社会生活から浮いておりいてもいなくてもいい存在な気がする。,1.0
72.0,在宅ワークのせいもあるが人と会うことが少ない。酒も飲まないので誘われることはない。一人の時は孤独感を感じることはないが、集団の中にいると非常に感じる。,True,,,True,,4.0,実家の母としか会話がない。,2.0,仕事の成果は結構褒められる,3.0,仕事仲間とほとんど合う事は無い,2.0
60.0,家族との交流はあるが、過去の友人や近所の人達との交流は皆無なので孤独感がある。,True,True,,,,3.0,家族以外の交流が少ないので。,2.0,家族との家事の手伝いや世間話などの交流や連絡のやり取りがある。,3.0,買い物や料理や掃除など家事などを手伝うこともあるため家族の一員として認められている。,3.0
48.0,どちらかというと誰かと一緒に何かするより一人で作業してる方が好きである,False,,,,,2.0,帰宅すると猫が構ってほしそうによってくる,4.0,週末はほぼ友人から次の日の遊びの誘いの連絡が来る,3.0,職場でも家庭でも話をしてくれる相手がいる,3.0
44.0,職場や趣味のサークルで人と関わりがあるので,False,,,,,2.0,何でも話せる人がいるので,3.0,職場のチームと日頃から行動を共にしているので,3.0,職場のチームと日頃から行動を共にしているので,4.0
50.0,基本人間が嫌いなので自分から周りに接していこうとしないため、常に孤独感を感じるが寂しくはない,True,,,True,,3.0,機械的な応対しかされていないような気がする,2.0,仕事を通じて社会的には繋がりがあると思う,3.0,会社や家族などの組織にいる以上、受けられている感はある,3.0
49.0,休日家で一人でいる時,False,,,,,3.0,職場で頼りにされている,3.0,両親への誕生日や記念日の贈り物を喜んでもらえた,3.0,職場の一員として馴染めている,4.0
49.0,家族がいるのであまり孤独感を感じない,False,,,,,2.0,家族がつねに側にいるので十分愛情を受けていると感じる,3.0,とくに問題なく仕事ができているので受け入れられていると感じる,3.0,家族にも仕事中にも恵まれている,3.0
55.0,心の内を気軽に話せる友人はいなくなった,True,True,,,,3.0,友人と会わない期間が長くなってきた,2.0,急に誘いを受けて断ったらその後気まずい雰囲気になったことはよくある,2.0,基本的に1人でいることが多い,2.0
40.0,日常生活がルーティン化しているが、そこに関わる人達との対応はいつも変化しているから,False,,,,,2.0,新しい出来事を知ったり、ニュースなどでの反応の違いなど、変化があるから,3.0,それぞれが必要な対応を取り、緊急時には助け合えている,3.0,ぶつかることもあるが、お互いをリスペクトできている,3.0
64.0,もともと都内で働いていましたが、うつ病になり数年前に地方の実家に戻りました。いまだ社会復帰できず、結婚して正社員として働いている周りの幼馴染に引け目や劣等感を感じることが多く、自分から連絡を取ることを躊躇して内にこもってしまい、孤独感を感じることが多いです。,True,,,True,,3.0,うつ病で数年前に実家に戻りましたが、両親に優しく迎え入れてもらい、両親と一緒にいるとホッとして安心した気分になります。,3.0,家事をしたことに対し、両親からありがとうと言ってもらえること。,3.0,数年前にうつ病で地元に戻ってきた私を、両親が優しく迎い入れてくれ、家族の一員であることを感じます。,3.0
39.0,休日に遊ぶ友達がいないと感じるとき。,True,True,,,,3.0,恋人や友人と会って話している時。,3.0,仕事を終わらせて、顧客から感謝された。,3.0,辛いことがあると、家族や友人が気にかけてくれる。,3.0
80.0,在宅勤務になって、他の人と全く会話しない日がある。,True,True,,,,4.0,仲の良い他人がおらず、感じることがない。,1.0,自分の行動によって社会環境に受け入れられることなどない。,1.0,職場でも完全に浮いている。,1.0
52.0,家に帰れば、ペットが待っているから,False,,,,,2.0,家に帰れば、ぺっとが待っているから,3.0,あまり他人にかかわりたくないから,2.0,自分がしたいことを優先して生活している生活している,2.0
65.0,夜中まで起きている時にふと寂しさを感じる,False,,,,,3.0,好きなものをプレゼントされた時,3.0,たまに外食を一緒にする相手が居る時,3.0,無職で罪悪感を感じるから,2.0
39.0,職場にしても友人関係にしても良く話をするし話しかけられるので孤独感というものはない,False,,,,,2.0,猫を飼っているので毎日猫が帰宅時にお出迎えしてくれる,4.0,仕事で頼られることが多く、周りに気を使って気にしてくれてるから仕事が回ると上司に言われる,3.0,就職しても月に一度の友達との集まりに参加してる,4.0
46.0,一人の方が色々気楽なので、孤独感はない。,False,,,,,1.0,愛情を必要としていない,2.0,仕事で成果を認められ、正当な評価を受けている,3.0,そもそも組織に対する帰属意識が薄い,2.0
62.0,子供の頃からの親友と離れてしまい、本音で話し合える人がいない。,True,True,,,,3.0,親しい人と離れてしまい、人付き合いが少なくなってしまった。,2.0,人付き合いに疲れ自ら離れるようにしていたら、連絡が来ることがほとんどなくなった。,2.0,知り合いと合うことも話すことが少なくなった。,2.0
63.0,一日誰とも話さず日が過ぎていくときに孤独感を感じます。,True,True,,,,3.0,業務的なやり取りが多いので愛情は感じません。,2.0,久しぶりに複数人で合うことになったらみな日時を合わせて集合した,3.0,会社では他人行儀なやり取りが続く,2.0
47.0,親友と呼べる人がおらず寂しい,True,True,,,,3.0,仕事から帰宅しても家が真っ暗,2.0,同僚に支えられている,3.0,砕けた雰囲気があるのでいい,2.0
76.0,無職で引きこもえり状態なので,False,,,,,4.0,常に会話のない生活だから,2.0,無職で引きこもりのような期間が５年近く,2.0,無色な状態が長く続いているので,1.0
47.0,頻繁に連絡がとれ、近所に住んでいる親友がいて、住まいは離れてはいるがそこそこ仲の良い（何かあればLINE等連絡はするし、実際に会ったりもしている）妹もいるのでそこまで孤独感を感じる事は少ないです,False,,,,,2.0,友人が音頭を取って数ヶ月に一度程度の割合で飲み会を開催してくだらない話で盛り上がる楽しい時間を過ごしてるので満たされていると思える,3.0,高校の同級生との飲み会に参加して同級生だけでなくそのパートナーとも仲良くなり、くだらない話で盛り上がり楽しい時間を過ごしているため,3.0,飲食店をやっているが、お世辞だとしてもお客さんに感謝の言葉を貰えていると受け入れられていると感じる,4.0
55.0,大勢の人の中にいるとなぜか孤独を感じてしまうことがある,True,,,True,,3.0,毎朝ペットが寄り添ってくれるときは、言いようのない幸福感を感じる,3.0,何の不都合も感じない程自然な生活を送れているということは、受け入れられているのだと思う,3.0,奇異の目で見られるようなことを経験したことがないので,3.0
55.0,確かに人間関係は希薄ではあるが、今の所そこまで望んでいないので孤独感は感じてはいない,False,,,,,2.0,有り難い事に家族があるのでその点では恵まれている,3.0,対面商売で色々な事があるのでいい意味、悪い意味でも受け入れられていると思う,4.0,無理難題な事を言ってくるのは煩わしいが、逆を言えば自分もそうなのでお互い様と言う意味では属しているのではないかと思う,4.0
38.0,連絡さえとればいつでも会える関係の友人が何人かいるので孤独感はほとんど感じません。,False,,,,,2.0,就寝の際に飼い猫が布団に入ってきてくれます。,3.0,壊れたものを修復するなどした場合に喜んでもらえました。,3.0,同じ趣味の仲間たちと集まっている際にグループの一員であることを実感します。,3.0
